6133.502426	7513.210875	8058.825498	9359.974012	10576.37426	11553.35978
9000.475759	10473.68104	11246.06526	13021.30871	14092.44934	15706.99256
13841.78866	16649.02513	19080.58613	23228.59566	24837.35031	26272.44552
8534.425049	10145.96772	10822.90586	12600.06064	13473.66551	14259.47654
8360.528903	9964.681577	10742.97165	12184.90123	13320.46079	14529.9217
10010.32651	11994.1461	13408.97965	14814.47894	15009.02202	16337.05656
11259.70503	13571.43968	14653.5845	17119.30888	18168.95723	19348.0719
10351.03418	12397.59088	13513.68606	15370.09174	16062.9834	17139.1267
10682.87433	13293.42009	14035.47017	15885.13255	16874.43683	17640.08152
16118.142	18975.64588	20262.09242	23065.33915	23759.18663	26674.29803
12383.69271	14817.29361	16561.27664	19076.68252	20452.42401	22998.36074
8856.122998	9916.631608	10890.51809	14032.6094	15054.87039	16325.07069
8899.439916	10824.59308	11930.4134	13870.31841	14213.58679	15677.46249
8394.211398	9122.23814	9789.312546	11642.86411	13205.11202	14688.82937
9856.02343	11670.87044	12498.99789	15122.72654	15960.5441	17620.4864
8166.179336	9150.951711	9702.90756	10809.91408	12214.03227	13028.13923
7759.323302	9043.898695	9223.916228	10480.78501	10895.02106	11709.37344
9582.49534	11170.7456	11903.54494	12901.46169	13209.03697	14559.37285
7724.239382	9336.936962	9812.714012	10720.99389	11457.57609	12992.42207
13748.13279	16933.98215	18624.95157	21180.92215	20699.01609	21678.91608
13782.46794	16230.90852	16962.78489	19926.49274	21028.35424	22882.52436
11264.83045	13955.74146	14591.97045	16639.95039	16807.28807	17640.62631
12102.53465	13975.9756	14923.53642	17294.45059	17699.28048	18825.1934
13519.19714	17875.90036	19868.11205	23150.43477	25121.44794	26227.65218
9125.357776	11356.64193	12254.46482	14382.8239	16130.16357	17685.97101
8775.196129	10711.24574	11023.73944	13643.61243	15587.97861	17368.004
10567.17229	12366.97198	12895.90461	15623.16632	17354.16161	19008.5965
12527.97439	14654.81167	15602.46802	17806.14074	19267.31876	20815.05523
9942.603789	11559.89858	12606.65037	14613.52012	16045.72314	16845.94389
